title,abstract,keywords,Dosen,content,user_id
keyphrase extraction pretrained language roberta position aware graph,searching desired scientific journal many published journals currently challenge researchers takes lot time therefore keyphrases keywords represent content scientific journals needed solution save search time keyphrase extraction obtain relevant keyphrases one keyphrase extraction position aware graph combined pretrained language called roberta represent language vectors create keyphrase extraction pretrained language roberta position aware graph test 100 datasets containing title abstract scientific journals test show best configuration keyphrase extraction 10 selected keyphrases average f1score 01434,ilmiah keyphrase keyphrase extraction position aware graph pretrained language roberta,novi yusliani,keyphrase extraction pretrained language roberta position aware graph ilmiah keyphrase keyphrase extraction position aware graph pretrained language roberta searching desired scientific journal many published journals currently challenge researchers takes lot time therefore keyphrases keywords represent content scientific journals needed solution save search time keyphrase extraction obtain relevant keyphrases one keyphrase extraction position aware graph combined pretrained language called roberta represent language vectors create keyphrase extraction pretrained language roberta position aware graph test 100 datasets containing title abstract scientific journals test show best configuration keyphrase extraction 10 selected keyphrases average f1score 01434,mhs_845
keyphrase extraction pretrained language roberta position aware graph,searching desired scientific journal many published journals currently challenge researchers takes lot time therefore keyphrases keywords represent content scientific journals needed solution save search time keyphrase extraction obtain relevant keyphrases one keyphrase extraction position aware graph combined pretrained language called roberta represent language vectors create keyphrase extraction pretrained language roberta position aware graph test 100 datasets containing title abstract scientific journals test show best configuration keyphrase extraction 10 selected keyphrases average f1score 01434,ilmiah keyphrase keyphrase extraction position aware graph pretrained language roberta,desty rodiah,keyphrase extraction pretrained language roberta position aware graph ilmiah keyphrase keyphrase extraction position aware graph pretrained language roberta searching desired scientific journal many published journals currently challenge researchers takes lot time therefore keyphrases keywords represent content scientific journals needed solution save search time keyphrase extraction obtain relevant keyphrases one keyphrase extraction position aware graph combined pretrained language called roberta represent language vectors create keyphrase extraction pretrained language roberta position aware graph test 100 datasets containing title abstract scientific journals test show best configuration keyphrase extraction 10 selected keyphrases average f1score 01434,mhs_846
topic modeling bertopic llama2 topic representation tuning,growing social media particularly twitter generated large amounts form covering wide range topics issues analyzing twitter potential find important insights topics relevant society topic modeling one latest innovations processing find topics set perform topic modeling indonesian tweets bertopic llama2 topic representation tuning llama2 generate labels set keywords generated ctfidf calculations consists 10000 indonesian tweets taken twitter account detikcom divided 2 parts 8000 tweets 2000 tweets topic modeling bertopic 49 total topics topic modeling evaluation done coherence score cv average coherence score cv 086 073,bertopic cohrence score cv large language models pemodelan topik tweet,novi yusliani,topic modeling bertopic llama2 topic representation tuning bertopic cohrence score cv large language models pemodelan topik tweet growing social media particularly twitter generated large amounts form covering wide range topics issues analyzing twitter potential find important insights topics relevant society topic modeling one latest innovations processing find topics set perform topic modeling indonesian tweets bertopic llama2 topic representation tuning llama2 generate labels set keywords generated ctfidf calculations consists 10000 indonesian tweets taken twitter account detikcom divided 2 parts 8000 tweets 2000 tweets topic modeling bertopic 49 total topics topic modeling evaluation done coherence score cv average coherence score cv 086 073,mhs_847
topic modeling bertopic llama2 topic representation tuning,growing social media particularly twitter generated large amounts form covering wide range topics issues analyzing twitter potential find important insights topics relevant society topic modeling one latest innovations processing find topics set perform topic modeling indonesian tweets bertopic llama2 topic representation tuning llama2 generate labels set keywords generated ctfidf calculations consists 10000 indonesian tweets taken twitter account detikcom divided 2 parts 8000 tweets 2000 tweets topic modeling bertopic 49 total topics topic modeling evaluation done coherence score cv average coherence score cv 086 073,bertopic cohrence score cv large language models pemodelan topik tweet,danny matthew saputra,topic modeling bertopic llama2 topic representation tuning bertopic cohrence score cv large language models pemodelan topik tweet growing social media particularly twitter generated large amounts form covering wide range topics issues analyzing twitter potential find important insights topics relevant society topic modeling one latest innovations processing find topics set perform topic modeling indonesian tweets bertopic llama2 topic representation tuning llama2 generate labels set keywords generated ctfidf calculations consists 10000 indonesian tweets taken twitter account detikcom divided 2 parts 8000 tweets 2000 tweets topic modeling bertopic 49 total topics topic modeling evaluation done coherence score cv average coherence score cv 086 073,mhs_848
gerakan npc otomatis game 2d topdown shooter theta,nonplayer characters npcs core component across various genres video game topdown shooters realistic npc behavior enhance players enjoyment playing games one important aspect npc behavior movement implemented pathfinding commonly pathfinding video games however several drawbacks one paths generates seem rigid realistic overcome shortcomings variation developed called theta examines theta measuring search time number nodes traversed frame rate well shape generated paths comparing across three types configurations divided number obstacles also one game overall three types configurations show theta produces slightly worse terms search time frame rate produces natural looking paths significantly lower number nodes game actually shows theta produces slightly higher frame rate compared npc movements produced many changes direction making easier predict appear natural,video game topdown shooter pathfinding theta,julian supardi,gerakan npc otomatis game 2d topdown shooter theta video game topdown shooter pathfinding theta nonplayer characters npcs core component across various genres video game topdown shooters realistic npc behavior enhance players enjoyment playing games one important aspect npc behavior movement implemented pathfinding commonly pathfinding video games however several drawbacks one paths generates seem rigid realistic overcome shortcomings variation developed called theta examines theta measuring search time number nodes traversed frame rate well shape generated paths comparing across three types configurations divided number obstacles also one game overall three types configurations show theta produces slightly worse terms search time frame rate produces natural looking paths significantly lower number nodes game actually shows theta produces slightly higher frame rate compared npc movements produced many changes direction making easier predict appear natural,mhs_849
gerakan npc otomatis game 2d topdown shooter theta,nonplayer characters npcs core component across various genres video game topdown shooters realistic npc behavior enhance players enjoyment playing games one important aspect npc behavior movement implemented pathfinding commonly pathfinding video games however several drawbacks one paths generates seem rigid realistic overcome shortcomings variation developed called theta examines theta measuring search time number nodes traversed frame rate well shape generated paths comparing across three types configurations divided number obstacles also one game overall three types configurations show theta produces slightly worse terms search time frame rate produces natural looking paths significantly lower number nodes game actually shows theta produces slightly higher frame rate compared npc movements produced many changes direction making easier predict appear natural,video game topdown shooter pathfinding theta,anggina primanita,gerakan npc otomatis game 2d topdown shooter theta video game topdown shooter pathfinding theta nonplayer characters npcs core component across various genres video game topdown shooters realistic npc behavior enhance players enjoyment playing games one important aspect npc behavior movement implemented pathfinding commonly pathfinding video games however several drawbacks one paths generates seem rigid realistic overcome shortcomings variation developed called theta examines theta measuring search time number nodes traversed frame rate well shape generated paths comparing across three types configurations divided number obstacles also one game overall three types configurations show theta produces slightly worse terms search time frame rate produces natural looking paths significantly lower number nodes game actually shows theta produces slightly higher frame rate compared npc movements produced many changes direction making easier predict appear natural,mhs_850
asosiasi pembelian barang keripik kerupuk apriori,msmes need understand consumer behavior improve business efficiency transaction focuses purchasing patterns chips crackers products apriori transaction rizan 858 snack msmes transaction includes 200 transactions recorded october 2023 may 2024 conducted several stages including collection preprocessing apriori minimum support parameters 005 01 015 minimum confidence parameters 03 04 05 show minimum support 005 minimum confidence 05 produced average lift 2753 provides best association patterns one discovered patterns product combination makaroni kerupuk udang melati â stick keju kerupuk jengkol confidence 6842 highest lift reaching 52632 pattern indicates strong relationship products utilized develop marketing strategies product bundling stock optimization efficient distribution ultimately supporting sustainable growth msmes,apriori mining lift minimum confidence minimum support pola pembelian umkm,dian palupi rini,asosiasi pembelian barang keripik kerupuk apriori apriori mining lift minimum confidence minimum support pola pembelian umkm msmes need understand consumer behavior improve business efficiency transaction focuses purchasing patterns chips crackers products apriori transaction rizan 858 snack msmes transaction includes 200 transactions recorded october 2023 may 2024 conducted several stages including collection preprocessing apriori minimum support parameters 005 01 015 minimum confidence parameters 03 04 05 show minimum support 005 minimum confidence 05 produced average lift 2753 provides best association patterns one discovered patterns product combination makaroni kerupuk udang melati â stick keju kerupuk jengkol confidence 6842 highest lift reaching 52632 pattern indicates strong relationship products utilized develop marketing strategies product bundling stock optimization efficient distribution ultimately supporting sustainable growth msmes,mhs_851
asosiasi pembelian barang keripik kerupuk apriori,msmes need understand consumer behavior improve business efficiency transaction focuses purchasing patterns chips crackers products apriori transaction rizan 858 snack msmes transaction includes 200 transactions recorded october 2023 may 2024 conducted several stages including collection preprocessing apriori minimum support parameters 005 01 015 minimum confidence parameters 03 04 05 show minimum support 005 minimum confidence 05 produced average lift 2753 provides best association patterns one discovered patterns product combination makaroni kerupuk udang melati â stick keju kerupuk jengkol confidence 6842 highest lift reaching 52632 pattern indicates strong relationship products utilized develop marketing strategies product bundling stock optimization efficient distribution ultimately supporting sustainable growth msmes,apriori mining lift minimum confidence minimum support pola pembelian umkm,desty rodiah,asosiasi pembelian barang keripik kerupuk apriori apriori mining lift minimum confidence minimum support pola pembelian umkm msmes need understand consumer behavior improve business efficiency transaction focuses purchasing patterns chips crackers products apriori transaction rizan 858 snack msmes transaction includes 200 transactions recorded october 2023 may 2024 conducted several stages including collection preprocessing apriori minimum support parameters 005 01 015 minimum confidence parameters 03 04 05 show minimum support 005 minimum confidence 05 produced average lift 2753 provides best association patterns one discovered patterns product combination makaroni kerupuk udang melati â stick keju kerupuk jengkol confidence 6842 highest lift reaching 52632 pattern indicates strong relationship products utilized develop marketing strategies product bundling stock optimization efficient distribution ultimately supporting sustainable growth msmes,mhs_852
penerapan retrievalbased voice conversion membangun aset suara karakter monster game,audio video games plays crucial role creating immersive engaging gaming experience however indie game developers often face resource constraints particularly producing highquality character voices voice cloning technology retrievalbased voice conversion rvc offers innovative solution enabling accurate voice replication transformation minimal technology provides flexibility developers create unique character voices without requiring direct voice actors making cost time efficient explore rvc technology generating monster character voices video games case voice clips anime goblin slayer voice conversion evaluates rvc models objective standards mel cepstral distortion mcd measure voice transformation mel frequency cepstral coefficients mfccbased assess similarity original converted voices demonstrate rvc technology capable producing voices significantly different original enabling creation audio characters tailored narrative needs game technology offers effective solution indie game developers create innovative highquality audio assets low cost highlights importance voice cloning technology supporting competitive indie game development market,audio gim kloning suara retrievalbased voice conversion pengembang gim indie mel cepstral distortion melfrequency cepstral coefficients,anggina primanita,penerapan retrievalbased voice conversion membangun aset suara karakter monster game audio gim kloning suara retrievalbased voice conversion pengembang gim indie mel cepstral distortion melfrequency cepstral coefficients audio video games plays crucial role creating immersive engaging gaming experience however indie game developers often face resource constraints particularly producing highquality character voices voice cloning technology retrievalbased voice conversion rvc offers innovative solution enabling accurate voice replication transformation minimal technology provides flexibility developers create unique character voices without requiring direct voice actors making cost time efficient explore rvc technology generating monster character voices video games case voice clips anime goblin slayer voice conversion evaluates rvc models objective standards mel cepstral distortion mcd measure voice transformation mel frequency cepstral coefficients mfccbased assess similarity original converted voices demonstrate rvc technology capable producing voices significantly different original enabling creation audio characters tailored narrative needs game technology offers effective solution indie game developers create innovative highquality audio assets low cost highlights importance voice cloning technology supporting competitive indie game development market,mhs_853
sms spam berbahasa indonesia knearest neighbor chisquare,sms spam membahayakan menyebabkan kerugian layanan sms mengatasi dibutuhkan membantu mengelompokan sms sesuai ketegorinya spam non spam salah mengelompokkan kedalam kelas ditentukan pengklasifikasian melewati tahapan pra pengolahan seleksi fitur pembobotan pengklasifikasian knearest neighbor pengklasifikasian chisquare seleksi fitur n 100 menerapkan kombinasi seleksi fitur chisquare knn mengalami penurunan tingkat pengklasifikasian 10 dibandingkan seleksi fitur efektif nya seleksi fitur chisquare knn,spam knearest neighbor seleksi fitur chi square,novi yusliani,sms spam berbahasa indonesia knearest neighbor chisquare spam knearest neighbor seleksi fitur chi square sms spam membahayakan menyebabkan kerugian layanan sms mengatasi dibutuhkan membantu mengelompokan sms sesuai ketegorinya spam non spam salah mengelompokkan kedalam kelas ditentukan pengklasifikasian melewati tahapan pra pengolahan seleksi fitur pembobotan pengklasifikasian knearest neighbor pengklasifikasian chisquare seleksi fitur n 100 menerapkan kombinasi seleksi fitur chisquare knn mengalami penurunan tingkat pengklasifikasian 10 dibandingkan seleksi fitur efektif nya seleksi fitur chisquare knn,mhs_854
ekstraksi kunci artikel berbahasa indonesia rake,increasing number scientific articles presents challenge researchers quickly accessing relevant one main challenges determining efficient keywords address automatic keyword extraction becomes essential solution aimed developing evaluating keyword extraction accelerate search management scientific articles perform keyword extraction statistical approach rapid automatic keyword extraction rake show best configuration without cosine similarity postprocessing produced fscore 00527 title abstract 00066 entire article cosine similarity resulted fscore 01312 title abstract 0223 entire article although rake successfully applied optimal,ekstraksi kunci artikel ilmiah rapid automatic keyword extraction,novi yusliani,ekstraksi kunci artikel berbahasa indonesia rake ekstraksi kunci artikel ilmiah rapid automatic keyword extraction increasing number scientific articles presents challenge researchers quickly accessing relevant one main challenges determining efficient keywords address automatic keyword extraction becomes essential solution aimed developing evaluating keyword extraction accelerate search management scientific articles perform keyword extraction statistical approach rapid automatic keyword extraction rake show best configuration without cosine similarity postprocessing produced fscore 00527 title abstract 00066 entire article cosine similarity resulted fscore 01312 title abstract 0223 entire article although rake successfully applied optimal,mhs_855
ekstraksi kunci artikel berbahasa indonesia rake,increasing number scientific articles presents challenge researchers quickly accessing relevant one main challenges determining efficient keywords address automatic keyword extraction becomes essential solution aimed developing evaluating keyword extraction accelerate search management scientific articles perform keyword extraction statistical approach rapid automatic keyword extraction rake show best configuration without cosine similarity postprocessing produced fscore 00527 title abstract 00066 entire article cosine similarity resulted fscore 01312 title abstract 0223 entire article although rake successfully applied optimal,ekstraksi kunci artikel ilmiah rapid automatic keyword extraction,muhammad naufal rachmatullah,ekstraksi kunci artikel berbahasa indonesia rake ekstraksi kunci artikel ilmiah rapid automatic keyword extraction increasing number scientific articles presents challenge researchers quickly accessing relevant one main challenges determining efficient keywords address automatic keyword extraction becomes essential solution aimed developing evaluating keyword extraction accelerate search management scientific articles perform keyword extraction statistical approach rapid automatic keyword extraction rake show best configuration without cosine similarity postprocessing produced fscore 00527 title abstract 00066 entire article cosine similarity resulted fscore 01312 title abstract 0223 entire article although rake successfully applied optimal,mhs_856
rekomendasi wisata pagar alam multi criteria recommender,recommendation software help giving recommendations confronted large amount tourist attraction recommendation fuzzybased multicriteria recommender calculates similarity nearness items users visited users author conducted related development tourist recommendation especially city pagaralam multi criteria recommender mamdani 6 variables namely attraction powerd accessibilitya facilitiesf servicesp cleanlinessk promotionp multi criteria reccomender done entering respondents collected highest ranking predictive obtains tourist resort tugu rimau rating 6649845943 proven fuzzybased multi criteria recommender good giving recommendation,rekomendasi multi criteria recommender,kanda januar miraswan,rekomendasi wisata pagar alam multi criteria recommender rekomendasi multi criteria recommender recommendation software help giving recommendations confronted large amount tourist attraction recommendation fuzzybased multicriteria recommender calculates similarity nearness items users visited users author conducted related development tourist recommendation especially city pagaralam multi criteria recommender mamdani 6 variables namely attraction powerd accessibilitya facilitiesf servicesp cleanlinessk promotionp multi criteria reccomender done entering respondents collected highest ranking predictive obtains tourist resort tugu rimau rating 6649845943 proven fuzzybased multi criteria recommender good giving recommendation,mhs_857
rekomendasi wisata pagar alam multi criteria recommender,recommendation software help giving recommendations confronted large amount tourist attraction recommendation fuzzybased multicriteria recommender calculates similarity nearness items users visited users author conducted related development tourist recommendation especially city pagaralam multi criteria recommender mamdani 6 variables namely attraction powerd accessibilitya facilitiesf servicesp cleanlinessk promotionp multi criteria reccomender done entering respondents collected highest ranking predictive obtains tourist resort tugu rimau rating 6649845943 proven fuzzybased multi criteria recommender good giving recommendation,rekomendasi multi criteria recommender,junia kurniati,rekomendasi wisata pagar alam multi criteria recommender rekomendasi multi criteria recommender recommendation software help giving recommendations confronted large amount tourist attraction recommendation fuzzybased multicriteria recommender calculates similarity nearness items users visited users author conducted related development tourist recommendation especially city pagaralam multi criteria recommender mamdani 6 variables namely attraction powerd accessibilitya facilitiesf servicesp cleanlinessk promotionp multi criteria reccomender done entering respondents collected highest ranking predictive obtains tourist resort tugu rimau rating 6649845943 proven fuzzybased multi criteria recommender good giving recommendation,mhs_858
delineasi singlelead sinyal elektrokardiogram deep bayesian hyperparameter tuning optimization,electrocardiogram ecg medical procedure assess cardiac function including electrical activity increasing prevalence heart disease recorded 1871 rise 2020 compared 2010 role ecg interpretation become critically important cardiac conditions analyzed morphology ecg signals consisting p wave qrs complex wave employs deep dl approach combining convolutional neural network cnn bidirectional longshort term memory bilstm delineate singlelead ecg signals bayesian optimization utilized finetune hyperparameters enhance lobachevsky university database ludb achieved 9928 specificity 9949 recall 9199 precision 9266 f1score 923 dl bayesian optimization demonstrated high efficacy delineating singlelead ecg signals particularly normal beats future work could expanded explore diverse datasets deep architectures,elektrokardiogram deep convolutional neural network longshort term memory bayesian optimization,annisa darmawahyuni,delineasi singlelead sinyal elektrokardiogram deep bayesian hyperparameter tuning optimization elektrokardiogram deep convolutional neural network longshort term memory bayesian optimization electrocardiogram ecg medical procedure assess cardiac function including electrical activity increasing prevalence heart disease recorded 1871 rise 2020 compared 2010 role ecg interpretation become critically important cardiac conditions analyzed morphology ecg signals consisting p wave qrs complex wave employs deep dl approach combining convolutional neural network cnn bidirectional longshort term memory bilstm delineate singlelead ecg signals bayesian optimization utilized finetune hyperparameters enhance lobachevsky university database ludb achieved 9928 specificity 9949 recall 9199 precision 9266 f1score 923 dl bayesian optimization demonstrated high efficacy delineating singlelead ecg signals particularly normal beats future work could expanded explore diverse datasets deep architectures,mhs_859
klasterisasi mahasiswa fakultas ilmu komputer universitas sriwijaya kmeans,final project important stage students journey often requires exploration indepth understanding discipline cluster final project topics attributes student final project titles especially faculty computer science sriwijaya university kmeans analyzed comes faculty library time span 2016 2023 processed weighted tfidf reduced umap technique topic also conducted utilizing wordcloud generated show optimal cluster located 7th cluster silhouette score 03515,mining klasterisasi kmeans tfidf umap,rizki kurniati,klasterisasi mahasiswa fakultas ilmu komputer universitas sriwijaya kmeans mining klasterisasi kmeans tfidf umap final project important stage students journey often requires exploration indepth understanding discipline cluster final project topics attributes student final project titles especially faculty computer science sriwijaya university kmeans analyzed comes faculty library time span 2016 2023 processed weighted tfidf reduced umap technique topic also conducted utilizing wordcloud generated show optimal cluster located 7th cluster silhouette score 03515,mhs_860
klasterisasi mahasiswa fakultas ilmu komputer universitas sriwijaya kmeans,final project important stage students journey often requires exploration indepth understanding discipline cluster final project topics attributes student final project titles especially faculty computer science sriwijaya university kmeans analyzed comes faculty library time span 2016 2023 processed weighted tfidf reduced umap technique topic also conducted utilizing wordcloud generated show optimal cluster located 7th cluster silhouette score 03515,mining klasterisasi kmeans tfidf umap,anggina primanita,klasterisasi mahasiswa fakultas ilmu komputer universitas sriwijaya kmeans mining klasterisasi kmeans tfidf umap final project important stage students journey often requires exploration indepth understanding discipline cluster final project topics attributes student final project titles especially faculty computer science sriwijaya university kmeans analyzed comes faculty library time span 2016 2023 processed weighted tfidf reduced umap technique topic also conducted utilizing wordcloud generated show optimal cluster located 7th cluster silhouette score 03515,mhs_861
procedural content generation infinite running game,infinite running game game player character must run survive unlimited time avoiding obstacles achieving highest score possible content games must always innovated affects players contribution long term solution researchers implemented procedural content generation genetic game development make content game dynamic faster create game simpler challenging obstacles attractive designs characters well increased ingame speed easier novice players overcome pcg consists pcg game players show able create playing experience monotonous shows various game dynamics gets good response players game playing experience keywords procedural content generation genetic infinite running game,procedural content generation genetic infinite running game,anggina primanita,procedural content generation infinite running game procedural content generation genetic infinite running game infinite running game game player character must run survive unlimited time avoiding obstacles achieving highest score possible content games must always innovated affects players contribution long term solution researchers implemented procedural content generation genetic game development make content game dynamic faster create game simpler challenging obstacles attractive designs characters well increased ingame speed easier novice players overcome pcg consists pcg game players show able create playing experience monotonous shows various game dynamics gets good response players game playing experience keywords procedural content generation genetic infinite running game,mhs_862
pencarian rute terpendek pengiriman barang kota palembang genetika,finding shortest route delivering important aspect logistics efficiency especially urban environments palembang city genetic chosen due flexibility handling optimization problems involving many variables conducted varying genetic parameters population size iterations crossover rate mutation rate conduct series experiments analyze parameter affects genetic shows proper adjustment parameters significantly affects efficiency solution search show optimal combination parameters population size 50 number iterations 500 crossover rate 80 mutation rate 1 context various numbers locations found genetic able provide adequate solution low error 015 6 locations 021 11 locations 023 16 locations error rate indicates high offering good solution improving delivery efficiency error calculated comparison estimated distance genetic distance google maps genetic able provide solution close manual estimation google maps show potential genetic improving efficiency delivery urban environment palembang city,pencarian rute terpendek genetika pengiriman barang,dian palupi rini,pencarian rute terpendek pengiriman barang kota palembang genetika pencarian rute terpendek genetika pengiriman barang finding shortest route delivering important aspect logistics efficiency especially urban environments palembang city genetic chosen due flexibility handling optimization problems involving many variables conducted varying genetic parameters population size iterations crossover rate mutation rate conduct series experiments analyze parameter affects genetic shows proper adjustment parameters significantly affects efficiency solution search show optimal combination parameters population size 50 number iterations 500 crossover rate 80 mutation rate 1 context various numbers locations found genetic able provide adequate solution low error 015 6 locations 021 11 locations 023 16 locations error rate indicates high offering good solution improving delivery efficiency error calculated comparison estimated distance genetic distance google maps genetic able provide solution close manual estimation google maps show potential genetic improving efficiency delivery urban environment palembang city,mhs_863
komposisi makanan deteksi alergen penyakit eczema lstm,eczema atopic dermatitis skin condition often triggered certain allergens food increasing prevalence eczema requires solution help individuals prone allergies recognize potential allergens packaged food products develop food composition detect allergens may trigger eczema long shortterm memory lstm word2vec word representation initially consisted 282 food composition collected various sources however due imbalance number labels augmentation performed minority label resulting total 499 entries divided 80 20 showed developed could identify allergens average 8895 evaluation achieved best metrics 97 precision 97 recall 96 f1score 96,eczema makanan deteksi alergen long short term memory word2vec,dian palupi rini,komposisi makanan deteksi alergen penyakit eczema lstm eczema makanan deteksi alergen long short term memory word2vec eczema atopic dermatitis skin condition often triggered certain allergens food increasing prevalence eczema requires solution help individuals prone allergies recognize potential allergens packaged food products develop food composition detect allergens may trigger eczema long shortterm memory lstm word2vec word representation initially consisted 282 food composition collected various sources however due imbalance number labels augmentation performed minority label resulting total 499 entries divided 80 20 showed developed could identify allergens average 8895 evaluation achieved best metrics 97 precision 97 recall 96 f1score 96,mhs_864
penyakit mata citra retina convolutional neural network gradcam,eye diseases detected examining retina eye therefore develops convolutional neural network cnn gradientweighted class activation map gradcam help diagnose eye diseases retinal images cnn classify whether disease diagnose disease suffered patient however disadvantage cannot display visual explanation cover deficiency combined gradcam gradcam provide visual explanation form heatmap users understand reasons behind cnn classifying certain class compares architecture inceptionv3 mobilenetv2 vgg16 various configurations epoch rate batch size building best cnn consists 4 classes totals 4217 test produced best cnn inceptionv3 architecture epoch 50 rate 00001 batch size 8 963,penyakit mata citra retina convolutional neural network gradcam,dian palupi rini,penyakit mata citra retina convolutional neural network gradcam penyakit mata citra retina convolutional neural network gradcam eye diseases detected examining retina eye therefore develops convolutional neural network cnn gradientweighted class activation map gradcam help diagnose eye diseases retinal images cnn classify whether disease diagnose disease suffered patient however disadvantage cannot display visual explanation cover deficiency combined gradcam gradcam provide visual explanation form heatmap users understand reasons behind cnn classifying certain class compares architecture inceptionv3 mobilenetv2 vgg16 various configurations epoch rate batch size building best cnn consists 4 classes totals 4217 test produced best cnn inceptionv3 architecture epoch 50 rate 00001 batch size 8 963,mhs_865
penyakit mata citra retina convolutional neural network gradcam,eye diseases detected examining retina eye therefore develops convolutional neural network cnn gradientweighted class activation map gradcam help diagnose eye diseases retinal images cnn classify whether disease diagnose disease suffered patient however disadvantage cannot display visual explanation cover deficiency combined gradcam gradcam provide visual explanation form heatmap users understand reasons behind cnn classifying certain class compares architecture inceptionv3 mobilenetv2 vgg16 various configurations epoch rate batch size building best cnn consists 4 classes totals 4217 test produced best cnn inceptionv3 architecture epoch 50 rate 00001 batch size 8 963,penyakit mata citra retina convolutional neural network gradcam,muhammad naufal rachmatullah,penyakit mata citra retina convolutional neural network gradcam penyakit mata citra retina convolutional neural network gradcam eye diseases detected examining retina eye therefore develops convolutional neural network cnn gradientweighted class activation map gradcam help diagnose eye diseases retinal images cnn classify whether disease diagnose disease suffered patient however disadvantage cannot display visual explanation cover deficiency combined gradcam gradcam provide visual explanation form heatmap users understand reasons behind cnn classifying certain class compares architecture inceptionv3 mobilenetv2 vgg16 various configurations epoch rate batch size building best cnn consists 4 classes totals 4217 test produced best cnn inceptionv3 architecture epoch 50 rate 00001 batch size 8 963,mhs_866
pemodelan topik pretrained language roberta variational autoencoder,rapid widespread flow highlights importance efficient management making even important organize classify news published online time topic modeling useful news texts evergrowing sea online news topic one topic modeling variational autoencoder combined trained language roberta create topic modeling pretrained language roberta variational autoencoder consists 5000 news 10 different topics taken cnnindonesia kompas detikcom topic modeling evaluation done coherence score cv homogeneity score vmeasure coherence score cv 773 homogeneity score 65 vmeasure 71,pemodelan topik variational autoencoder pretrained language roberta coherence score cv homogeneity score vmeasure,novi yusliani,pemodelan topik pretrained language roberta variational autoencoder pemodelan topik variational autoencoder pretrained language roberta coherence score cv homogeneity score vmeasure rapid widespread flow highlights importance efficient management making even important organize classify news published online time topic modeling useful news texts evergrowing sea online news topic one topic modeling variational autoencoder combined trained language roberta create topic modeling pretrained language roberta variational autoencoder consists 5000 news 10 different topics taken cnnindonesia kompas detikcom topic modeling evaluation done coherence score cv homogeneity score vmeasure coherence score cv 773 homogeneity score 65 vmeasure 71,mhs_867
pemodelan topik pretrained language roberta variational autoencoder,rapid widespread flow highlights importance efficient management making even important organize classify news published online time topic modeling useful news texts evergrowing sea online news topic one topic modeling variational autoencoder combined trained language roberta create topic modeling pretrained language roberta variational autoencoder consists 5000 news 10 different topics taken cnnindonesia kompas detikcom topic modeling evaluation done coherence score cv homogeneity score vmeasure coherence score cv 773 homogeneity score 65 vmeasure 71,pemodelan topik variational autoencoder pretrained language roberta coherence score cv homogeneity score vmeasure,muhammad naufal rachmatullah,pemodelan topik pretrained language roberta variational autoencoder pemodelan topik variational autoencoder pretrained language roberta coherence score cv homogeneity score vmeasure rapid widespread flow highlights importance efficient management making even important organize classify news published online time topic modeling useful news texts evergrowing sea online news topic one topic modeling variational autoencoder combined trained language roberta create topic modeling pretrained language roberta variational autoencoder consists 5000 news 10 different topics taken cnnindonesia kompas detikcom topic modeling evaluation done coherence score cv homogeneity score vmeasure coherence score cv 773 homogeneity score 65 vmeasure 71,mhs_868
optimasi vector quantization particle swarm optimization penderita penyakit stroke,stroke functional disorder condition occurs due blockage blood vessels transport oxygen blood brain causing death brain cells paralysis even death essentially stroke prevented treated quickly however stroke treatment often late many people unaware risk stroke beforehand therefore needed able carry early detection stroke classifying whether patient risk stroke vector quantization lvq simple structure fast however lvq weakness initialization vector weight initializing nonoptimal weights poor suboptimal therefore optimization performed particle swarm optimization pso find best weights improve lvq also applies oversampling overcome imbalance class distribution test show lvq optimized pso produces better lvq alone best lvq optimized pso achieved number iterations 50 number particles 20 c1 05 c2 1 w 08 resulted average precision recall f1score 7657 7328 8434 7829 respectively meanwhile average precision recall f1score lvq alone 7046 6870 7711 7241 respectively,stroke vector quantization optimasi bobot particle swarm optimization,dian palupi rini,optimasi vector quantization particle swarm optimization penderita penyakit stroke stroke vector quantization optimasi bobot particle swarm optimization stroke functional disorder condition occurs due blockage blood vessels transport oxygen blood brain causing death brain cells paralysis even death essentially stroke prevented treated quickly however stroke treatment often late many people unaware risk stroke beforehand therefore needed able carry early detection stroke classifying whether patient risk stroke vector quantization lvq simple structure fast however lvq weakness initialization vector weight initializing nonoptimal weights poor suboptimal therefore optimization performed particle swarm optimization pso find best weights improve lvq also applies oversampling overcome imbalance class distribution test show lvq optimized pso produces better lvq alone best lvq optimized pso achieved number iterations 50 number particles 20 c1 05 c2 1 w 08 resulted average precision recall f1score 7657 7328 8434 7829 respectively meanwhile average precision recall f1score lvq alone 7046 6870 7711 7241 respectively,mhs_869
